timestamp,icao24,callsign,aircraft_type,latitude,longitude,altitude_meters,velocity_m_s,estimated_co2_kg
2025-12-07T19:02:52.088966+00:00,a1a521,EJM205,DEFAULT,37.9668,-85.5503,12496.8,249.42,80812.08
2025-12-07T19:02:52.088966+00:00,a1febb,N228AB,DEFAULT,41.7402,-70.8748,883.92,67.13,21750.12
2025-12-07T19:02:52.088966+00:00,a728c6,N560VA,DEFAULT,37.2054,-83.2663,11582.4,157.22,50939.28
2025-12-07T19:02:52.088966+00:00,a3a8ef,FFT1128,DEFAULT,40.2022,-102.6391,9448.8,253.94,82276.56
2025-12-07T19:02:52.088966+00:00,467714,MR1,DEFAULT,60.3167,24.9759,,1.54,498.96
2025-12-07T19:02:52.088966+00:00,a728c1,AAL2573,B737,36.1558,-86.7676,10668,282.23,83822.31
2025-12-07T19:02:52.088966+00:00,a1a51a,N205FG,DEFAULT,40.2278,-74.6912,1036.32,59.02,19122.48
2025-12-07T19:02:52.088966+00:00,a08efd,AAL2112,B737,34.505,-103.114,10058.4,257.45,76462.65
2025-12-07T19:02:52.088966+00:00,e90041,CXIPR,DEFAULT,-34.3586,-58.549,312.42,52.08,16873.92
2025-12-07T19:02:52.088966+00:00,a01b56,DAL1085,A320,38.243,-75.6181,9761.22,181.23,58783.76
2025-12-07T19:02:52.088966+00:00,3c0d0c,TUI5TA,DEFAULT,40.0216,-9.3848,11582.4,233.95,75799.8
2025-12-07T19:02:52.088966+00:00,a3f878,N355ME,DEFAULT,35.1262,-106.7888,1744.98,30.35,9833.4
2025-12-07T19:02:52.088966+00:00,a105e8,SKW5285,E175,38.8407,-84.3788,10363.2,211.13,51760.63
2025-12-07T19:02:52.088966+00:00,a64529,VAR503,DEFAULT,33.4941,-112.9414,1889.76,68.54,22206.96
2025-12-07T19:02:52.088966+00:00,a0e5d7,SKW5491,E175,44.8275,-119.6817,9136.38,194.36,47649.3
2025-12-07T19:02:52.088966+00:00,aa7198,ENY3828,E175,37.0187,-93.6755,8153.4,253.16,62064.71
2025-12-07T19:02:52.088966+00:00,a1421b,N180QS,DEFAULT,34.7201,27.6385,13479.78,238.71,77342.04
2025-12-07T19:02:52.088966+00:00,abb7a3,EJA854,DEFAULT,38.4454,-106.9018,13106.4,206.21,66812.04
2025-12-07T19:02:52.088966+00:00,a082d2,N132CA,DEFAULT,33.0397,-117.2112,1386.84,47.12,15266.88
2025-12-07T19:02:52.088966+00:00,0b4311,TGTJL,DEFAULT,19.876,-96.5338,2827.02,89.96,29147.04
2025-12-07T19:02:52.088966+00:00,a8c0d2,QXE2119,DEFAULT,37.9046,-119.3285,10972.8,197.32,63931.68
2025-12-07T19:02:52.088966+00:00,a16883,DAL773,A320,38.1749,-102.2663,11582.4,206.02,66824.65
2025-12-07T19:02:52.088966+00:00,a6450b,N50291,DEFAULT,30.8329,-96.5333,1432.56,48.55,15730.2
2025-12-07T19:02:52.088966+00:00,758722,CEB243,DEFAULT,21.1895,115.395,8229.6,258.99,83912.76
2025-12-07T19:02:52.088966+00:00,c01370,BBA28,DEFAULT,49.187,-74.4131,12496.8,262.83,85156.92
2025-12-07T19:02:52.088966+00:00,c060bd,POE280,DEFAULT,45.3062,-75.687,198.12,67.35,21821.4
2025-12-07T19:02:52.088966+00:00,e48519,TAM3043,DEFAULT,-23.0621,-47.0218,6705.6,162.78,52740.72
2025-12-07T19:02:52.088966+00:00,c060bc,,DEFAULT,31.0046,-77.7951,12192,214.97,69650.28
2025-12-07T19:02:52.088966+00:00,c060be,POE274,DEFAULT,45.2619,-75.9206,1066.8,100.32,32503.68
2025-12-07T19:02:52.088966+00:00,c060bb,POE641,DEFAULT,38.209,-102.9687,11582.4,197.4,63957.6
2025-12-07T19:02:52.088966+00:00,aae72a,IJA80,DEFAULT,37.1028,-94.4448,12192,195.45,63325.8
2025-12-07T19:02:52.088966+00:00,02012b,MAC118,DEFAULT,49.5662,3.0209,9913.62,210.46,68189.04
2025-12-07T19:02:52.088966+00:00,70c10c,OMS465,DEFAULT,14.6318,97.9065,11285.22,12.36,4004.64
2025-12-07T19:02:52.088966+00:00,a2be6d,SKW193Y,E175,40.8426,-113.5743,8953.5,176.97,43385.97
2025-12-07T19:02:52.088966+00:00,aae745,N801TH,DEFAULT,44.3058,-96.8215,388.62,21.19,6865.56
2025-12-07T19:02:52.088966+00:00,0b437e,TGTYK,DEFAULT,25.8811,-80.086,335.28,81.8,26503.2
2025-12-07T19:02:52.088966+00:00,aa4903,AAL705,B737,36.3667,-81.6236,8206.74,219.16,65090.52
2025-12-07T19:02:52.088966+00:00,a32bf5,AAL1717,B737,39.2667,-74.616,7429.5,259.86,77178.42
2025-12-07T19:02:52.088966+00:00,a6f68f,N548KK,DEFAULT,33.6973,-116.961,3284.22,193.34,62642.16
2025-12-07T19:02:52.088966+00:00,a5b062,PXT466,DEFAULT,38.3362,-118.7264,13716,233.85,75767.4
2025-12-07T19:02:52.088966+00:00,a5b063,N466FA,DEFAULT,39.2965,-74.9768,1112.52,56.25,18225.0
2025-12-07T19:02:52.088966+00:00,70c106,OMA696,DEFAULT,26.4717,52.0322,9806.94,258.01,83595.24
2025-12-07T19:02:52.088966+00:00,c81576,ZKLTE,DEFAULT,,,,47.24,15305.76
2025-12-07T19:02:52.088966+00:00,70c104,OMA824,DEFAULT,14.4648,77.2701,10972.8,225.06,72919.44
2025-12-07T19:02:52.088966+00:00,a9f3c0,NKS274,DEFAULT,26.1508,-80.357,906.78,115.76,37506.24
2025-12-07T19:02:52.088966+00:00,aae73b,SCX234,DEFAULT,44.2384,-87.5918,10972.8,189.26,61320.24
2025-12-07T19:02:52.088966+00:00,a1427f,AAL2470,B737,36.2671,-87.18,9753.6,188.9,56103.3
2025-12-07T19:02:52.088966+00:00,a32bcb,EDV5015,DEFAULT,34.4881,-78.4418,6545.58,215.41,69792.84
2025-12-07T19:02:52.088966+00:00,c060c9,POE357,DEFAULT,51.5119,-109.9024,10972.8,186.78,60516.72
2025-12-07T19:02:52.088966+00:00,c060c8,POE447,DEFAULT,48.8521,-123.3114,2727.96,128.01,41475.24
2025-12-07T19:02:52.088966+00:00,4baac4,THY5WM,DEFAULT,45.5122,16.6865,4404.36,197.67,64045.08
2025-12-07T19:02:52.088966+00:00,4baac1,THY9YH,DEFAULT,40.6167,9.9315,10972.8,221.25,71685.0
2025-12-07T19:02:52.088966+00:00,abb7c7,SCA54,DEFAULT,32.9736,-112.0213,1295.4,38.01,12315.24
2025-12-07T19:02:52.088966+00:00,a6e361,DAL429,A320,43.5623,-83.5452,10675.62,287.17,93146.46
2025-12-07T19:02:52.088966+00:00,4baac2,THY1UH,DEFAULT,40.8674,29.7556,4442.46,152.28,49338.72
2025-12-07T19:02:52.088966+00:00,a906f3,PDT5996,DEFAULT,41.892,-82.7385,9745.98,181.52,58812.48
2025-12-07T19:02:52.088966+00:00,a8233a,SKW5765,E175,36.2985,-110.0416,11277.6,251.77,61723.93
2025-12-07T19:02:52.088966+00:00,c060c7,POE403,DEFAULT,52.0496,-106.0864,12192,199.37,64595.88
2025-12-07T19:02:52.088966+00:00,c060c6,POE663,DEFAULT,38.9866,-106.1623,11582.4,211.69,68587.56
2025-12-07T19:02:52.088966+00:00,c060c1,POE307,DEFAULT,46.1221,-83.8077,10728.96,200.57,64984.68
2025-12-07T19:02:52.088966+00:00,c060c0,POE359,DEFAULT,45.9258,-83.453,9144,189.7,61462.8
2025-12-07T19:02:52.088966+00:00,020124,MAC114,DEFAULT,49.3504,2.8481,10424.16,215.11,69695.64
2025-12-07T19:02:52.088966+00:00,020123,RAM911T,DEFAULT,37.6772,-0.8471,12489.18,240.67,77977.08
2025-12-07T19:02:52.088966+00:00,ac2749,,DEFAULT,39.0653,141.9562,13106.4,204.57,66280.68
2025-12-07T19:02:52.088966+00:00,a38237,EDV4936,DEFAULT,33.4489,-86.3473,3642.36,185.37,60059.88
2025-12-07T19:02:52.088966+00:00,a9ecd5,N739DR,DEFAULT,45.8849,-108.2723,2270.76,68,22032.0
2025-12-07T19:02:52.088966+00:00,506cab,RMB3,DEFAULT,44.5644,9.0623,10287,189.82,61501.68
2025-12-07T19:02:52.088966+00:00,a7f02d,EJA610,DEFAULT,36.2137,-114.3602,3505.2,134.2,43480.8
2025-12-07T19:02:52.088966+00:00,a25b4d,ATN3336,DEFAULT,33.5499,-84.2675,3596.64,119.49,38714.76
2025-12-07T19:02:52.088966+00:00,a65800,DAL388,A320,47.9943,-118.0854,11887.2,286.16,92818.86
2025-12-07T19:02:52.088966+00:00,ad3408,ASI642,DEFAULT,33.6696,-112.0713,701.04,46.83,15172.92
2025-12-07T19:02:52.088966+00:00,a750ed,N5701J,DEFAULT,,,,39.04,12648.96
2025-12-07T19:02:52.088966+00:00,a3a8c0,DAL2652,A320,30.1289,-97.7025,5783.58,198.86,64502.23
2025-12-07T19:02:52.088966+00:00,a68078,N518PM,DEFAULT,44.704,-92.4615,937.26,78.98,25589.52
2025-12-07T19:02:52.088966+00:00,a8103e,ASA174,DEFAULT,51.2702,-126.2865,11582.4,202.9,65739.6
2025-12-07T19:02:52.088966+00:00,a8d3b0,VJA668,DEFAULT,40.1056,-81.9328,10363.2,213.46,69161.04
2025-12-07T19:02:52.088966+00:00,a25b66,MXY796,DEFAULT,40.805,-81.4709,1600.2,144.55,46834.2
2025-12-07T19:02:52.088966+00:00,a21efb,MXY508,DEFAULT,35.044,-108.564,9753.6,224.06,72595.44
2025-12-07T19:02:52.088966+00:00,a37b1c,SKW3619,E175,38.764,-114.5513,11277.6,258.97,63489.09
2025-12-07T19:02:52.088966+00:00,ac142e,AAL973P,B737,14.1595,-61.4898,11887.2,256.03,76040.91
2025-12-07T19:02:52.088966+00:00,a13b81,N179KD,DEFAULT,40.9494,-72.5155,1051.56,83.89,27180.36
2025-12-07T19:02:52.088966+00:00,8a0838,LNI898,DEFAULT,-6.567,110.577,10058.4,237.34,76898.16
2025-12-07T19:02:52.088966+00:00,a1f2b1,UAL951,B737,38.9439,-77.4398,,3.6,1069.2
2025-12-07T19:02:52.088966+00:00,02013c,RAM231,DEFAULT,36.672,-3.1156,11879.58,246.4,79833.6
2025-12-07T19:02:52.088966+00:00,a25b3b,CNS2041,DEFAULT,36.9395,-113.0636,4907.28,172.34,55838.16
2025-12-07T19:02:52.088966+00:00,02013a,RAM801F,DEFAULT,43.0762,-3.9425,11894.82,219.19,71017.56
2025-12-07T19:02:52.088966+00:00,a27567,MXY855,DEFAULT,40.8925,-74.2316,9753.6,163.66,53025.84
2025-12-07T19:02:52.088966+00:00,a25b3f,ASA327,DEFAULT,38.2655,-109.7034,10058.4,279.11,90431.64
2025-12-07T19:02:52.088966+00:00,8a0830,BTK6180,DEFAULT,-6.2532,113.398,10668,231.65,75054.6
2025-12-07T19:02:52.088966+00:00,a27569,N258CA,DEFAULT,32.8195,-117.1157,266.7,41.21,13352.04
2025-12-07T19:02:52.088966+00:00,ad4747,AAL1744,B737,41.9654,-88.029,594.36,77.17,22919.49
2025-12-07T19:02:52.088966+00:00,ad4744,ASA1420,DEFAULT,45.59,-122.5834,-30.48,83.85,27167.4
2025-12-07T19:02:52.088966+00:00,a8e6f2,AA1438,DEFAULT,43.126,-77.6674,,0,0.0
2025-12-07T19:02:52.088966+00:00,aa7bf1,N775DM,DEFAULT,30.3064,-97.2135,5181.6,134.41,43548.84
2025-12-07T19:02:52.088966+00:00,8005f4,AIC314,DEFAULT,24.761,87.8423,11887.2,267.55,86686.2
2025-12-07T19:02:52.088966+00:00,4c80ae,SEB602,DEFAULT,41.3316,19.2567,9761.22,220.96,71591.04
2025-12-07T19:02:52.088966+00:00,a5124c,DAL215,A320,38.78,-77.7231,10363.2,184.07,59704.95
2025-12-07T19:02:52.088966+00:00,a692d0,OZN907,DEFAULT,25.8452,-81.023,1051.56,49.05,15892.2
2025-12-07T19:02:52.088966+00:00,a89872,LXJ653,DEFAULT,36.4653,-78.1753,14325.6,277.66,89961.84
2025-12-07T19:02:52.088966+00:00,ae1852,DOGGO21,DEFAULT,35.2491,-79.9879,556.26,65.41,21192.84
2025-12-07T19:02:52.088966+00:00,3c1459,KLM66C,DEFAULT,52.316,4.7344,,15.43,4999.32
2025-12-07T19:02:52.088966+00:00,780a62,CPA663,DEFAULT,19.0941,73.2689,1889.76,114.73,37172.52
2025-12-07T19:02:52.088966+00:00,780a61,CPA253,DEFAULT,50.3713,7.8782,10972.8,210.5,68202.0
2025-12-07T19:02:52.088966+00:00,a81bc4,UPS900,DEFAULT,38.1091,-86.2835,5128.26,184.17,59671.08
2025-12-07T19:02:52.088966+00:00,8005eb,AIC113,DEFAULT,52.104,-0.7539,4503.42,159.7,51742.8
2025-12-07T19:02:52.088966+00:00,ac1ef0,N880MH,DEFAULT,36.2197,-114.5975,975.36,61.96,20075.04
2025-12-07T19:02:52.088966+00:00,a6588d,N508KD,DEFAULT,33.7872,-83.4111,10355.58,141.14,45729.36
2025-12-07T19:02:52.088966+00:00,c06ccf,PVL2571,DEFAULT,46.8292,-59.751,7322.82,149.68,48496.32
2025-12-07T19:02:52.088966+00:00,a9ee0d,N739SC,DEFAULT,39.7894,-104.264,1973.58,57.77,18717.48
2025-12-07T19:02:52.088966+00:00,ac0bc4,UAL2619,B737,34.5906,-117.8756,10972.8,201.65,59890.05
2025-12-07T19:02:52.088966+00:00,780a64,CPA138,DEFAULT,14.1756,118.2656,10363.2,250.78,81252.72
2025-12-07T19:02:52.088966+00:00,a75232,CXK1067,DEFAULT,41.4344,-112.1762,2468.88,65.93,21361.32
2025-12-07T19:02:52.088966+00:00,a8ce40,N667AF,DEFAULT,34.6802,-98.0703,2979.42,92.05,29824.2
2025-12-07T19:02:52.088966+00:00,c8158f,ZKTAN,DEFAULT,-37.3542,175.0409,883.92,50.78,16452.72
2025-12-07T19:02:52.088966+00:00,e80613,JAT763,DEFAULT,-24.3725,-44.9897,11277.6,252.71,81878.04
2025-12-07T19:02:52.088966+00:00,acd83d,DAL3040,A320,34.5701,-90.6554,7345.68,197.68,64119.48
2025-12-07T19:02:52.088966+00:00,acbe34,ASA286,DEFAULT,41.1833,-95.6183,10668,270.33,87586.92
2025-12-07T19:02:52.088966+00:00,acd83c,N927AS,DEFAULT,33.7732,-118.1625,457.2,49.6,16070.4
2025-12-07T19:02:52.088966+00:00,a25b9a,N251EA,DEFAULT,41.2023,-74.0542,906.78,75.22,24371.28
2025-12-07T19:02:52.088966+00:00,a452f2,N378QS,DEFAULT,33.6362,-86.863,12496.8,242.02,78414.48
2025-12-07T19:02:52.088966+00:00,7c1474,QFA040,B787,-37.748,144.8525,510.54,71.73,36668.38
2025-12-07T19:02:52.088966+00:00,e8060d,JAP7223,DEFAULT,-9.0827,-78.558,11285.22,230.95,74827.8
2025-12-07T19:02:52.088966+00:00,aae5f7,DAL2651,A320,44.9346,-93.6607,3390.9,170.83,55410.42
2025-12-07T19:02:52.088966+00:00,7c1470,QFA042,B787,-33.1737,147.2597,11887.2,244.85,125167.32
2025-12-07T19:02:52.088966+00:00,acbe37,AAL1861,B737,40.5933,-95.2001,9144,212.92,63237.24
2025-12-07T19:02:52.088966+00:00,e8060b,JAP7742,DEFAULT,-10.8771,-78.0931,10187.94,218.17,70687.08
2025-12-07T19:02:52.088966+00:00,ac6227,SWA4273,DEFAULT,39.865,-104.6588,,13.89,4500.36
2025-12-07T19:02:52.088966+00:00,e80620,JES3228,DEFAULT,-33.1226,-59.5596,10363.2,212.8,68947.2
2025-12-07T19:02:52.088966+00:00,a76552,GJS4563,DEFAULT,39.0626,-84.6467,312.42,69.45,22501.8
2025-12-07T19:02:52.088966+00:00,895058,RBA695,DEFAULT,7.3502,117.0533,10668,238.2,77176.8
2025-12-07T19:02:52.088966+00:00,895057,RBA98,DEFAULT,48.6286,8.623,12489.18,261.97,84878.28
2025-12-07T19:02:52.088966+00:00,34668b,SVA9320,DEFAULT,36.0819,11.639,12192,214.55,69514.2
2025-12-07T19:02:52.088966+00:00,e80626,JEC5151,DEFAULT,4.6942,-74.1328,,0,0.0
2025-12-07T19:02:52.088966+00:00,781161,CCA897,DEFAULT,41.326,-2.62,6957.06,217.67,70525.08
2025-12-07T19:02:52.088966+00:00,e80628,JEC5161,DEFAULT,4.6203,-74.1096,2971.8,82.65,26778.6
2025-12-07T19:02:52.088966+00:00,ac754b,AAL3092,B737,18.4119,-65.5159,4815.84,201.57,59866.29
2025-12-07T19:02:52.088966+00:00,e80624,JEC5322,DEFAULT,,,,1.8,583.2
2025-12-07T19:02:52.088966+00:00,aba53f,N85CP,DEFAULT,35.5651,-97.7046,472.44,31.9,10335.6
2025-12-07T19:02:52.088966+00:00,ac12d6,SWA2572,DEFAULT,37.7086,-122.2137,,0.06,19.44
2025-12-07T19:02:52.088966+00:00,c06cf4,CGPGT,DEFAULT,51.4372,-114.2847,1851.66,40.51,13125.24
2025-12-07T19:02:52.088966+00:00,a90881,N681SC,DEFAULT,30.561,-80.3096,12496.8,253.9,82263.6
2025-12-07T19:02:52.088966+00:00,abf2c2,SWA320,DEFAULT,34.9333,-109.2442,10972.8,219.96,71267.04
2025-12-07T19:02:52.088966+00:00,346692,VLG6EP,DEFAULT,43.5323,1.4909,10347.96,223.4,72381.6
2025-12-07T19:02:52.088966+00:00,7c1464,QFA044,B787,-34.1869,151.2013,1005.84,90.47,46248.26
2025-12-07T19:02:52.088966+00:00,7c1465,QFA54,B787,-16.2001,127.4213,11887.2,245.02,125254.22
2025-12-07T19:02:52.088966+00:00,7c1466,QFA36,B787,-37.6614,144.8339,114.3,23.15,11834.28
2025-12-07T19:02:52.088966+00:00,e8061a,JES3962,DEFAULT,-30.8552,-58.3278,10073.64,221.58,71791.92
2025-12-07T19:02:52.088966+00:00,a212fe,N2325J,DEFAULT,38.6214,-93.2524,5105.4,102.22,33119.28
2025-12-07T19:02:52.088966+00:00,ac6243,SWA1354,DEFAULT,39.1393,-76.6393,205.74,79.66,25809.84
2025-12-07T19:02:52.088966+00:00,a955a6,N700ME,DEFAULT,40.6631,14.5923,13716,276.89,89712.36
2025-12-07T19:02:52.088966+00:00,c060b8,PTR2258,DEFAULT,45.7305,-71.155,7315.2,133.86,43370.64
2025-12-07T19:02:52.088966+00:00,e48fcf,TAM3421,DEFAULT,-23.1287,-47.1487,6202.68,170.43,55219.32
2025-12-07T19:02:52.088966+00:00,a8721f,VJA643,DEFAULT,40.5048,-73.4074,5135.88,198.93,64453.32
2025-12-07T19:02:52.088966+00:00,4c80a6,CYP343,DEFAULT,35.1988,32.4633,6515.1,210.2,68104.8
2025-12-07T19:02:52.088966+00:00,c060b3,PTR2327,DEFAULT,45.4215,-69.9272,7620,197.26,63912.24
2025-12-07T19:02:52.088966+00:00,ac12be,SWA429,DEFAULT,37.8002,-84.2159,10370.82,221.25,71685.0
2025-12-07T19:02:52.088966+00:00,c060b5,PTR2376,DEFAULT,45.654,-70.0347,5486.4,148.9,48243.6
2025-12-07T19:02:52.088966+00:00,c073e6,PUL103,DEFAULT,49.8949,-97.2298,,7.46,2417.04
2025-12-07T19:02:52.088966+00:00,a2ab73,AAY1852,DEFAULT,36.1844,-110.1957,10972.8,207.59,67259.16
2025-12-07T19:02:52.088966+00:00,a6e2d2,N5428H,DEFAULT,25.7891,-80.1815,243.84,28.52,9240.48
2025-12-07T19:02:52.088966+00:00,e80632,JAT030,DEFAULT,-33.3848,-70.9775,3467.1,180.59,58511.16
2025-12-07T19:02:52.088966+00:00,a4189f,DAL2766,A320,44.4635,-122.7223,6934.2,200.05,64888.22
2025-12-07T19:02:52.088966+00:00,ac6e84,N90TH,DEFAULT,34.2131,-77.6043,13098.78,215.22,69731.28
2025-12-07T19:02:52.088966+00:00,4ca973,ITY1198,DEFAULT,41.5152,12.0325,10363.2,204.13,66138.12
2025-12-07T19:02:52.088966+00:00,345359,VLG25XV,DEFAULT,41.2915,2.0783,,1.03,333.72
2025-12-07T19:02:52.088966+00:00,aa1b39,NDU750,DEFAULT,33.0811,-111.7831,525.78,48.61,15749.64
2025-12-07T19:02:52.088966+00:00,c06ce8,PVL2589,DEFAULT,45.121,-65.3493,7307.58,143.19,46393.56
2025-12-07T19:02:52.088966+00:00,a2c56d,ENY3356,E175,32.8935,-97.0477,,4.63,1135.09
2025-12-07T19:02:52.088966+00:00,c06ce1,CGPGA,DEFAULT,38.3745,-79.0748,10972.8,197.72,64061.28
2025-12-07T19:02:52.088966+00:00,780a93,CPA640,DEFAULT,23.555,92.9071,11277.6,268.67,87049.08
2025-12-07T19:02:52.088966+00:00,4ca97a,RYR459R,DEFAULT,41.8749,16.3248,5775.96,188.8,61171.2
2025-12-07T19:02:52.088966+00:00,ad32c2,N95ER,DEFAULT,42.6637,-83.4659,441.96,64.32,20839.68
2025-12-07T19:02:52.088966+00:00,e8062d,JEC5117,DEFAULT,5.2477,-74.81,5379.72,173.12,56090.88
2025-12-07T19:02:52.088966+00:00,4ca97c,RYR8TY,DEFAULT,44.7339,14.9268,11277.6,224.81,72838.44
2025-12-07T19:02:52.088966+00:00,e8062c,JAT721,DEFAULT,-27.9074,-48.5713,10957.56,210.09,68069.16
2025-12-07T19:02:52.088966+00:00,a9085d,EJA681,DEFAULT,33.7579,-79.008,12496.8,248.53,80523.72
2025-12-07T19:02:52.088966+00:00,a10708,,DEFAULT,25.6517,-80.4375,,5.66,1833.84
2025-12-07T19:02:52.088966+00:00,a75e7e,JIA5545,DEFAULT,34.3036,-94.6188,9151.62,193.05,62548.2
2025-12-07T19:02:52.088966+00:00,a2c574,AAY1883,DEFAULT,28.8173,-82.7472,9509.76,245.7,79606.8
2025-12-07T19:02:52.088966+00:00,a25b94,N251DV,DEFAULT,55.1624,-107.6681,12496.8,298.13,96594.12
2025-12-07T19:02:52.088966+00:00,a4f26b,LXJ418,DEFAULT,37.3339,-111.1401,11948.16,195.6,63374.4
2025-12-07T19:02:52.088966+00:00,a5c2dc,N470U,DEFAULT,42.0253,-71.2888,685.8,47.16,15279.84
2025-12-07T19:02:52.088966+00:00,a5c2dd,UAL416,B737,38.966,-101.1997,11277.6,278.76,82791.72
2025-12-07T19:02:52.088966+00:00,a4188e,MVK73,DEFAULT,44.4285,-93.6781,1211.58,54.57,17680.68
2025-12-07T19:02:52.088966+00:00,7c6dec,QFA402,B787,-37.6676,144.8492,,0,0.0
2025-12-07T19:02:52.088966+00:00,a7650b,DAL2995,A320,42.0609,-113.8229,10652.76,184.31,59782.79
2025-12-07T19:02:52.088966+00:00,a6eeb9,JIA5325,DEFAULT,34.7797,-92.2382,10363.2,187.86,60866.64
2025-12-07T19:02:52.088966+00:00,adde5e,CXK353,DEFAULT,39.8443,-74.5908,693.42,34.56,11197.44
2025-12-07T19:02:52.088966+00:00,acbe88,DAL2323,A320,40.1863,-74.6989,6385.56,183.05,59374.1
2025-12-07T19:02:52.088966+00:00,44ce79,BEL3JZ,DEFAULT,50.9028,4.478,,7.2,2332.8
2025-12-07T19:02:52.088966+00:00,345344,IBB98,DEFAULT,32.7035,-16.768,,46.3,15001.2
2025-12-07T19:02:52.088966+00:00,4bb0f4,THY39V,DEFAULT,13.5148,79.1614,10972.8,252.96,81959.04
2025-12-07T19:02:52.088966+00:00,89631a,UAE163,DEFAULT,53.4252,-6.2433,,2.06,667.44
2025-12-07T19:02:52.088966+00:00,44ce77,BEL4HU,DEFAULT,48.5273,11.964,2186.94,151.47,49076.28
2025-12-07T19:02:52.088966+00:00,a728e5,KPO56,DEFAULT,33.9964,-80.7574,12496.8,265.37,85979.88
2025-12-07T19:02:52.088966+00:00,4bb0f0,THY73G,DEFAULT,37.5373,-122.1794,807.72,92,29808.0
2025-12-07T19:02:52.088966+00:00,a46702,LXJ383,DEFAULT,36.3408,-77.8096,6705.6,166.49,53942.76
2025-12-07T19:02:52.088966+00:00,a3470b,WMA429,DEFAULT,25.4976,-79.0717,3649.98,85.77,27789.48
2025-12-07T19:02:52.088966+00:00,ac6266,SWA3055,DEFAULT,39.8084,-86.1906,883.92,78.22,25343.28
2025-12-07T19:02:52.088966+00:00,4d404c,3AMIG,DEFAULT,43.5876,7.121,480.06,80.39,26046.36
2025-12-07T19:02:52.088966+00:00,a3de77,N3488A,DEFAULT,39.1718,-76.0806,655.32,46.65,15114.6
2025-12-07T19:02:52.088966+00:00,40676a,CFE705,DEFAULT,52.0807,2.1768,5791.2,233.61,75689.64
2025-12-07T19:02:52.088966+00:00,aa1b0e,N750LL,DEFAULT,35.2863,-107.1569,12496.8,260.99,84560.76
2025-12-07T19:02:52.088966+00:00,a3f87d,MVK61,DEFAULT,44.1496,-93.5241,1097.28,48.22,15623.28
2025-12-07T19:02:52.088966+00:00,4bb0ec,THY165,DEFAULT,24.7844,84.9053,10972.8,233.03,75501.72
2025-12-07T19:02:52.088966+00:00,008ff4,GBB125J,DEFAULT,-26.3185,27.7346,6370.32,193.69,62755.56
2025-12-07T19:02:52.088966+00:00,a26db7,N2559U,DEFAULT,43.6532,-116.6513,731.52,28.74,9311.76
2025-12-07T19:02:52.088966+00:00,44ce6f,BEL3FJ,DEFAULT,43.6899,2.7865,11643.36,232.62,75368.88
2025-12-07T19:02:52.088966+00:00,4bb0ea,,DEFAULT,33.9373,-118.4142,,4.12,1334.88
2025-12-07T19:02:52.088966+00:00,aa7ba6,N775AM,DEFAULT,34.2459,-118.4595,1752.6,53.03,17181.72
2025-12-07T19:02:52.088966+00:00,a3e567,N350GD,DEFAULT,32.462,-81.9003,7254.24,184.38,59739.12
2025-12-07T19:02:52.088966+00:00,ac5b89,SWA120,DEFAULT,29.5551,-82.1086,7932.42,214.66,69549.84
2025-12-07T19:02:52.088966+00:00,ade548,DAL3051,A320,33.6201,-84.6376,883.92,91.58,29704.89
2025-12-07T19:02:52.088966+00:00,c01f28,FLE2619,DEFAULT,26.2695,-85.2353,11277.6,257.61,83465.64
2025-12-07T19:02:52.088966+00:00,aa95ac,EJA781,DEFAULT,25.0749,-80.5777,3589.02,148.16,48003.84
2025-12-07T19:02:52.088966+00:00,a20d1c,N231KD,DEFAULT,37.8702,-121.5753,1097.28,70.66,22893.84
2025-12-07T19:02:52.088966+00:00,a3e55a,FFT1720,DEFAULT,33.4285,-112.3013,1562.1,114.72,37169.28
2025-12-07T19:02:52.088966+00:00,02019d,MAC437,DEFAULT,40.6429,17.6994,11277.6,233.67,75709.08
2025-12-07T19:02:52.088966+00:00,a287ab,AAY3045,DEFAULT,35.9707,-84.3909,2743.2,155.3,50317.2
2025-12-07T19:02:52.088966+00:00,a7f07d,VNT610,DEFAULT,41.1239,-75.3788,1805.94,118.16,38283.84
2025-12-07T19:02:52.088966+00:00,a62b21,N497LP,DEFAULT,40.9538,-74.3152,30.48,27.28,8838.72
2025-12-07T19:02:52.088966+00:00,02019a,AOM910M,DEFAULT,13.9341,-15.4168,12542.52,220.24,71357.76
2025-12-07T19:02:52.088966+00:00,a51230,N426CW,DEFAULT,35.4941,-119.7019,7010.4,152.83,49516.92
2025-12-07T19:02:52.088966+00:00,a968bb,SKW4940,E175,41.1851,-85.535,4396.74,159.34,39063.79
2025-12-07T19:02:52.088966+00:00,a6a839,N528SC,DEFAULT,30.518,-91.3385,1188.72,48.69,15775.56
2025-12-07T19:02:52.088966+00:00,a56bd7,N4488T,DEFAULT,33.9646,-117.8415,1158.24,56.83,18412.92
2025-12-07T19:02:52.088966+00:00,a1b7b6,N21FR,DEFAULT,33.6308,-111.9005,,1.03,333.72
2025-12-07T19:02:52.088966+00:00,a76516,DAL65,A320,-36.2006,175.4264,4229.1,187.76,60901.83
2025-12-07T19:02:52.088966+00:00,c07fb9,WJA610,DEFAULT,50.1485,-98.727,11277.6,264.9,85827.6
2025-12-07T19:02:52.088966+00:00,a90802,N681MA,DEFAULT,39.8951,-74.8765,731.52,54.15,17544.6
